season,series_id,series_name,mode,use,species,planting_type,seeds_per_hole,young_plants_tray,sowing_date,planting_date,first_harvest_date,last_harvest_date,block_area,block_density,block_spacing_rows,block_spacing_plants,bed_length,bed_density,bed_rows,bed_spacing_plants,finished,harvest_unit,yield_expected_area,variety_name,variety_part
2026,,Epinard plein champ El majistic S11,open-field,bed,Épinard,young-plant,4.0,Plaque de 100,2026-02-16,2026-03-16,2026-04-13,2026-05-04,,,,,15.8,,16.0,25.0,,kg,0.7,El majistic,100
2025,,Estragon mexicain S18,open-field,bed,Tagète Lucida,young-plant,1.0,Plaque de 100,2025-04-07,2025-05-05,2025-06-02,2025-10-13,,,,,10.0,,1.0,50.0,,bunch,10.0,Estragon mexicain,100
2026,,Estragon mexicain S18,open-field,bed,Tagète Lucida,young-plant,1.0,Plaque de 100,2026-04-06,2026-05-04,2026-06-01,2026-10-12,,,,,10.0,,1.0,50.0,,bunch,10.0,Estragon mexicain,100
2025,,Fenouil Preludio F1 F1 S5,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-01-20,2025-02-03,2025-04-07,2025-04-14,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2025,,Fenouil Preludio F1 S1,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-12-22,2026-01-05,2026-03-02,2026-03-09,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2026,,Fenouil Preludio F1 S1,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-12-21,2027-01-04,2027-03-01,2027-03-08,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2025,,Fenouil Preludio F1 S11,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-03-03,2025-03-17,2025-05-19,2025-05-26,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2026,,Fenouil Preludio F1 S11,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-03-02,2026-03-16,2026-05-18,2026-05-25,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2025,,Fenouil Preludio F1 S33,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-08-04,2025-08-18,2025-10-20,2025-10-27,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2026,,Fenouil Preludio F1 S33,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-08-03,2026-08-17,2026-10-19,2026-10-26,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2025,,Fenouil Preludio F1 S35,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-08-18,2025-09-01,2025-11-03,2025-11-10,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2026,,Fenouil Preludio F1 S35,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-08-17,2026-08-31,2026-11-02,2026-11-09,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2025,,Fenouil Preludio F1 S37,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-09-01,2025-09-15,2025-11-17,2025-11-24,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2026,,Fenouil Preludio F1 S37,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-08-31,2026-09-14,2026-11-16,2026-11-23,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2025,,Fenouil Preludio F1 S39,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-09-15,2025-09-29,2025-12-01,2025-12-08,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2026,,Fenouil Preludio F1 S39,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-09-14,2026-09-28,2026-11-30,2026-12-07,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2025,,Fenouil Preludio F1 S41,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-09-29,2025-10-13,2025-12-15,2025-12-22,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2026,,Fenouil Preludio F1 S41,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-09-28,2026-10-12,2026-12-14,2026-12-21,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2025,,Fenouil Preludio F1 S43,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-10-13,2025-10-27,2025-12-22,2025-12-22,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2026,,Fenouil Preludio F1 S43,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-10-12,2026-10-26,2026-12-21,2026-12-21,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2025,,Fenouil Preludio F1 S45,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-10-27,2025-11-10,2026-01-05,2026-01-12,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2026,,Fenouil Preludio F1 S45,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-10-26,2026-11-09,2027-01-04,2027-01-04,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2025,,Fenouil Preludio F1 S49,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-11-24,2025-12-08,2026-02-02,2026-02-09,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2026,,Fenouil Preludio F1 S49,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-11-23,2026-12-07,2027-01-25,2027-02-01,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2025,,Fenouil Preludio F1 S5,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-01-20,2025-02-03,2025-04-07,2025-04-14,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2026,,Fenouil Preludio F1 S5,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-01-19,2026-02-02,2026-04-06,2026-04-13,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2025,,Fenouil Preludio F1 S7,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-02-03,2025-02-17,2025-04-21,2025-04-28,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2026,,Fenouil Preludio F1 S7,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-02-02,2026-02-16,2026-04-20,2026-04-27,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2025,,Fenouil Preludio F1 S9,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-02-17,2025-03-03,2025-05-05,2025-05-12,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2026,,Fenouil Preludio F1 S9,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-02-16,2026-03-02,2026-05-04,2026-05-11,,,,,7.3,,13.0,30.0,,kg,2.0,Preludio F1,100
2025,,Fenouil Rondo F1 S13,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-03-17,2025-03-31,2025-06-02,2025-06-09,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2026,,Fenouil Rondo F1 S13,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-03-16,2026-03-30,2026-06-01,2026-06-08,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2025,,Fenouil Rondo F1 S15,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-03-31,2025-04-14,2025-06-16,2025-06-23,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2026,,Fenouil Rondo F1 S15,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-03-30,2026-04-13,2026-06-15,2026-06-22,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2025,,Fenouil Rondo F1 S17,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-04-14,2025-04-28,2025-06-30,2025-07-07,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2026,,Fenouil Rondo F1 S17,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-04-13,2026-04-27,2026-06-29,2026-07-06,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2025,,Fenouil Rondo F1 S19,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-04-28,2025-05-12,2025-07-14,2025-07-21,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2026,,Fenouil Rondo F1 S19,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-04-27,2026-05-11,2026-07-13,2026-07-20,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2025,,Fenouil Rondo F1 S21,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-05-12,2025-05-26,2025-07-28,2025-08-04,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2026,,Fenouil Rondo F1 S21,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-05-11,2026-05-25,2026-07-27,2026-08-03,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2025,,Fenouil Rondo F1 S23,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-05-26,2025-06-09,2025-08-11,2025-08-18,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2026,,Fenouil Rondo F1 S23,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-05-25,2026-06-08,2026-08-10,2026-08-17,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2025,,Fenouil Rondo F1 S25,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-06-09,2025-06-23,2025-08-25,2025-09-01,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2026,,Fenouil Rondo F1 S25,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-06-08,2026-06-22,2026-08-24,2026-08-31,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2025,,Fenouil Rondo F1 S27,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-06-23,2025-07-07,2025-09-08,2025-09-15,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2026,,Fenouil Rondo F1 S27,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-06-22,2026-07-06,2026-09-07,2026-09-14,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2025,,Fenouil Rondo F1 S29,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-07-07,2025-07-21,2025-09-22,2025-09-29,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2026,,Fenouil Rondo F1 S29,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-07-06,2026-07-20,2026-09-21,2026-09-28,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2025,,Fenouil Rondo F1 S31,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2025-07-21,2025-08-04,2025-09-29,2025-09-29,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2026,,Fenouil Rondo F1 S31,open-field,bed,Fenouil,young-plant,1.0,Plaque de 100,2026-07-20,2026-08-03,2026-09-28,2026-09-28,,,,,9.5,,13.0,30.0,,kg,2.0,Rondo F1,100
2025,,Fève Eleonora S9,open-field,bed,Fève,sowing,3.0,,2025-03-03,,2025-06-02,2025-06-23,,,,,450.0,,1.0,30.0,,kg,0.9,Eleonora,100
2026,,Fève Eleonora S9,open-field,bed,Fève,sowing,3.0,,2026-03-02,,2026-06-01,2026-06-22,,,,,450.0,,1.0,30.0,,kg,0.9,Eleonora,100
2025,,Fève Ratio S9,open-field,bed,Fève,sowing,3.0,,2025-03-03,,2025-06-02,2025-06-23,,,,,450.0,,1.0,30.0,,kg,0.9,Ratio,100
2026,,Fève Ratio S9,open-field,bed,Fève,sowing,3.0,,2026-03-02,,2026-06-01,2026-06-22,,,,,450.0,,1.0,30.0,,kg,0.9,Ratio,100
2025,,Fève Super agualduce S9,open-field,bed,Fève,sowing,3.0,,2025-03-03,,2025-06-02,2025-06-23,,,,,450.0,,1.0,30.0,,kg,0.9,Super d’agualdulce,100
2026,,Fève Super agualduce S9,open-field,bed,Fève,sowing,3.0,,2026-03-02,,2026-06-01,2026-06-22,,,,,450.0,,1.0,30.0,,kg,0.9,Super d’agualdulce,100
2025,,Haricot coco à écosser été plein champ Big borloto S18,open-field,bed,Haricot,sowing,3.0,,2025-05-05,,2025-09-08,2025-09-22,,,,,480.0,,1.0,30.0,,kg,1.0,Big borlotto,100
2026,,Haricot coco à écosser été plein champ Big borloto S18,open-field,bed,Haricot,sowing,3.0,,2026-05-04,,2026-09-07,2026-09-21,,,,,480.0,,1.0,30.0,,kg,1.0,Big borlotto,100
2025,,Haricot vert été plein champ Pongo S18,open-field,bed,Haricot,sowing,3.0,,2025-05-05,,2025-06-30,2025-07-14,,,,,180.0,,2.0,30.0,,kg,0.5,Pongo,100
2026,,Haricot vert été plein champ Pongo S18,open-field,bed,Haricot,sowing,3.0,,2026-05-04,,2026-06-29,2026-07-13,,,,,180.0,,2.0,30.0,,kg,0.5,Pongo,100
2025,,Haricot vert semé sous abri Pongo S16,greenhouse,bed,Haricot,sowing,3.0,,2025-04-21,,2025-06-23,2025-07-14,,,,,60.0,,2.0,30.0,,kg,1.4,Pongo,100
2026,,Haricot vert semé sous abri Pongo S16,greenhouse,bed,Haricot,sowing,3.0,,2026-04-20,,2026-06-22,2026-07-13,,,,,60.0,,2.0,30.0,,kg,1.4,Pongo,100
2025,,Laitue cycle court été plein champ Batavia rouge Magenta S11,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-02-17,2025-03-17,2025-04-21,2025-05-05,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2026,,Laitue cycle court été plein champ Batavia rouge Magenta S11,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-02-16,2026-03-16,2026-04-20,2026-05-04,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2025,,Laitue cycle court été plein champ Batavia rouge Magenta S13,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-03-03,2025-03-31,2025-05-05,2025-05-19,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2026,,Laitue cycle court été plein champ Batavia rouge Magenta S13,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-03-02,2026-03-30,2026-05-04,2026-05-18,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2025,,Laitue cycle court été plein champ Batavia rouge Magenta S15,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-03-17,2025-04-14,2025-05-19,2025-06-02,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2026,,Laitue cycle court été plein champ Batavia rouge Magenta S15,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-03-16,2026-04-13,2026-05-18,2026-06-01,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2025,,Laitue cycle court été plein champ Batavia rouge Magenta S17,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-03-31,2025-04-28,2025-06-02,2025-06-16,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2026,,Laitue cycle court été plein champ Batavia rouge Magenta S17,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-03-30,2026-04-27,2026-06-01,2026-06-15,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2025,,Laitue cycle court été plein champ Batavia rouge Magenta S19,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-04-14,2025-05-12,2025-06-16,2025-06-30,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2026,,Laitue cycle court été plein champ Batavia rouge Magenta S19,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-04-13,2026-05-11,2026-06-15,2026-06-29,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2025,,Laitue cycle court été plein champ Batavia rouge Magenta S21,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-04-28,2025-05-26,2025-06-30,2025-07-14,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2026,,Laitue cycle court été plein champ Batavia rouge Magenta S21,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-04-27,2026-05-25,2026-06-29,2026-07-13,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2025,,Laitue cycle court été plein champ Batavia rouge Magenta S23,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-07-14,2025-07-28,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2026,,Laitue cycle court été plein champ Batavia rouge Magenta S23,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-07-13,2026-07-27,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2025,,Laitue cycle court été plein champ Batavia rouge Magenta S25,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-05-26,2025-06-23,2025-07-28,2025-08-11,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2026,,Laitue cycle court été plein champ Batavia rouge Magenta S25,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-05-25,2026-06-22,2026-07-27,2026-08-10,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2025,,Laitue cycle court été plein champ Batavia rouge Magenta S27,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-06-09,2025-07-07,2025-08-11,2025-08-25,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2026,,Laitue cycle court été plein champ Batavia rouge Magenta S27,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-06-08,2026-07-06,2026-08-10,2026-08-24,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2025,,Laitue cycle court été plein champ Batavia rouge Magenta S29,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-06-23,2025-07-21,2025-08-25,2025-09-08,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2026,,Laitue cycle court été plein champ Batavia rouge Magenta S29,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-06-22,2026-07-20,2026-08-24,2026-09-07,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2025,,Laitue cycle court été plein champ Batavia rouge Magenta S31,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-07-07,2025-08-04,2025-09-08,2025-09-22,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2026,,Laitue cycle court été plein champ Batavia rouge Magenta S31,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-07-06,2026-08-03,2026-09-07,2026-09-21,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2025,,Laitue cycle court été plein champ Batavia rouge Magenta S33,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-07-21,2025-08-18,2025-09-22,2025-10-06,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2026,,Laitue cycle court été plein champ Batavia rouge Magenta S33,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-07-20,2026-08-17,2026-09-21,2026-10-05,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2025,,Laitue cycle court été plein champ Batavia rouge Magenta S35,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-08-04,2025-09-01,2025-10-06,2025-10-20,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2026,,Laitue cycle court été plein champ Batavia rouge Magenta S35,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-08-03,2026-08-31,2026-10-05,2026-10-19,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2025,,Laitue cycle court été plein champ Batavia rouge Magenta S7,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-01-20,2025-02-17,2025-03-24,2025-04-07,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2026,,Laitue cycle court été plein champ Batavia rouge Magenta S7,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-01-19,2026-02-16,2026-03-23,2026-04-06,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2025,,Laitue cycle court été plein champ Batavia rouge Magenta S9,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-02-03,2025-03-03,2025-04-07,2025-04-21,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2026,,Laitue cycle court été plein champ Batavia rouge Magenta S9,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-02-02,2026-03-02,2026-04-06,2026-04-20,,,,,2.4,,14.0,30.0,,unit,3.6,Batavia rouge Magenta,100
2025,,Laitue cycle court été plein champ Batavia verte Amarosa S11,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-02-17,2025-03-17,2025-04-21,2025-05-05,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2026,,Laitue cycle court été plein champ Batavia verte Amarosa S11,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-02-16,2026-03-16,2026-04-20,2026-05-04,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2025,,Laitue cycle court été plein champ Batavia verte Amarosa S13,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-03-03,2025-03-31,2025-05-05,2025-05-19,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2026,,Laitue cycle court été plein champ Batavia verte Amarosa S13,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-03-02,2026-03-30,2026-05-04,2026-05-18,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2025,,Laitue cycle court été plein champ Batavia verte Amarosa S15,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-03-17,2025-04-14,2025-05-19,2025-06-02,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2026,,Laitue cycle court été plein champ Batavia verte Amarosa S15,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-03-16,2026-04-13,2026-05-18,2026-06-01,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2025,,Laitue cycle court été plein champ Batavia verte Amarosa S17,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-03-31,2025-04-28,2025-06-02,2025-06-16,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2026,,Laitue cycle court été plein champ Batavia verte Amarosa S17,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-03-30,2026-04-27,2026-06-01,2026-06-15,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2025,,Laitue cycle court été plein champ Batavia verte Amarosa S19,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-04-14,2025-05-12,2025-06-16,2025-06-30,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2026,,Laitue cycle court été plein champ Batavia verte Amarosa S19,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-04-13,2026-05-11,2026-06-15,2026-06-29,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2025,,Laitue cycle court été plein champ Batavia verte Amarosa S21,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-04-28,2025-05-26,2025-06-30,2025-07-14,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2026,,Laitue cycle court été plein champ Batavia verte Amarosa S21,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-04-27,2026-05-25,2026-06-29,2026-07-13,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2025,,Laitue cycle court été plein champ Batavia verte Amarosa S23,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-05-12,2025-06-09,2025-07-14,2025-07-28,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2026,,Laitue cycle court été plein champ Batavia verte Amarosa S23,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-05-11,2026-06-08,2026-07-13,2026-07-27,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2025,,Laitue cycle court été plein champ Batavia verte Amarosa S25,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-05-26,2025-06-23,2025-07-28,2025-08-11,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2026,,Laitue cycle court été plein champ Batavia verte Amarosa S25,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-05-25,2026-06-22,2026-07-27,2026-08-10,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2025,,Laitue cycle court été plein champ Batavia verte Amarosa S27,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-06-09,2025-07-07,2025-08-11,2025-08-25,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2026,,Laitue cycle court été plein champ Batavia verte Amarosa S27,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-06-08,2026-07-06,2026-08-10,2026-08-24,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2025,,Laitue cycle court été plein champ Batavia verte Amarosa S29,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-06-23,2025-07-21,2025-08-25,2025-09-08,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2026,,Laitue cycle court été plein champ Batavia verte Amarosa S29,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-06-22,2026-07-20,2026-08-24,2026-09-07,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2025,,Laitue cycle court été plein champ Batavia verte Amarosa S31,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-07-07,2025-08-04,2025-09-08,2025-09-22,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2026,,Laitue cycle court été plein champ Batavia verte Amarosa S31,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-07-06,2026-08-03,2026-09-07,2026-09-21,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2025,,Laitue cycle court été plein champ Batavia verte Amarosa S33,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-07-21,2025-08-18,2025-09-22,2025-10-06,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2026,,Laitue cycle court été plein champ Batavia verte Amarosa S33,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-07-20,2026-08-17,2026-09-21,2026-10-05,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2025,,Laitue cycle court été plein champ Batavia verte Amarosa S35,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2025-08-04,2025-09-01,2025-10-06,2025-10-20,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
2026,,Laitue cycle court été plein champ Batavia verte Amarosa S35,open-field,bed,Laitue,young-plant,1.0,Plaque de 100,2026-08-03,2026-08-31,2026-10-05,2026-10-19,,,,,2.1,,14.0,30.0,,unit,3.6,Batavia verte Amarosa,100
